source,relation,target,source_label,target_label,resource
path:map04664,KEGG,5290,Fc epsilon RI signaling pathway,PIK3CA,https://www.genome.jp/kegg/
path:map04664,KEGG,3937,Fc epsilon RI signaling pathway,LCP2,https://www.genome.jp/kegg/
path:map04664,KEGG,6655,Fc epsilon RI signaling pathway,SOS2,https://www.genome.jp/kegg/
path:map04664,KEGG,2206,Fc epsilon RI signaling pathway,MS4A2,https://www.genome.jp/kegg/
path:map04664,KEGG,5894,Fc epsilon RI signaling pathway,RAF1,https://www.genome.jp/kegg/
path:map04664,KEGG,27040,Fc epsilon RI signaling pathway,LAT,https://www.genome.jp/kegg/
path:map04664,KEGG,6654,Fc epsilon RI signaling pathway,SOS1,https://www.genome.jp/kegg/
path:map04664,KEGG,1437,Fc epsilon RI signaling pathway,CSF2,https://www.genome.jp/kegg/
path:map04664,KEGG,8503,Fc epsilon RI signaling pathway,PIK3R3,https://www.genome.jp/kegg/
path:map04664,KEGG,7124,Fc epsilon RI signaling pathway,TNF,https://www.genome.jp/kegg/
path:map04664,KEGG,5296,Fc epsilon RI signaling pathway,PIK3R2,https://www.genome.jp/kegg/
path:map04664,KEGG,4893,Fc epsilon RI signaling pathway,NRAS,https://www.genome.jp/kegg/
path:map04664,KEGG,10000,Fc epsilon RI signaling pathway,AKT3,https://www.genome.jp/kegg/
path:map04664,KEGG,240,Fc epsilon RI signaling pathway,ALOX5,https://www.genome.jp/kegg/
path:map04664,KEGG,207,Fc epsilon RI signaling pathway,AKT1,https://www.genome.jp/kegg/
path:map04664,KEGG,208,Fc epsilon RI signaling pathway,AKT2,https://www.genome.jp/kegg/
path:map04664,KEGG,2205,Fc epsilon RI signaling pathway,FCER1A,https://www.genome.jp/kegg/
path:map04664,KEGG,2207,Fc epsilon RI signaling pathway,FCER1G,https://www.genome.jp/kegg/
path:map04664,KEGG,6416,Fc epsilon RI signaling pathway,MAP2K4,https://www.genome.jp/kegg/
path:map04664,KEGG,5605,Fc epsilon RI signaling pathway,MAP2K2,https://www.genome.jp/kegg/
path:map04664,KEGG,5606,Fc epsilon RI signaling pathway,MAP2K3,https://www.genome.jp/kegg/
path:map04664,KEGG,123745,Fc epsilon RI signaling pathway,PLA2G4E,https://www.genome.jp/kegg/
path:map04664,KEGG,6850,Fc epsilon RI signaling pathway,SYK,https://www.genome.jp/kegg/
path:map04664,KEGG,255189,Fc epsilon RI signaling pathway,PLA2G4F,https://www.genome.jp/kegg/
path:map04664,KEGG,5604,Fc epsilon RI signaling pathway,MAP2K1,https://www.genome.jp/kegg/
path:map04664,KEGG,5170,Fc epsilon RI signaling pathway,PDPK1,https://www.genome.jp/kegg/
path:map04664,KEGG,8605,Fc epsilon RI signaling pathway,PLA2G4C,https://www.genome.jp/kegg/
path:map04664,KEGG,283748,Fc epsilon RI signaling pathway,PLA2G4D,https://www.genome.jp/kegg/
path:map04664,KEGG,5321,Fc epsilon RI signaling pathway,PLA2G4A,https://www.genome.jp/kegg/
path:map04664,KEGG,241,Fc epsilon RI signaling pathway,ALOX5AP,https://www.genome.jp/kegg/
path:map04664,KEGG,100137049,Fc epsilon RI signaling pathway,PLA2G4B,https://www.genome.jp/kegg/
path:map04664,KEGG,5578,Fc epsilon RI signaling pathway,PRKCA,https://www.genome.jp/kegg/
path:map04664,KEGG,5295,Fc epsilon RI signaling pathway,PIK3R1,https://www.genome.jp/kegg/
path:map04664,KEGG,8681,Fc epsilon RI signaling pathway,JMJD7-PLA2G4B,https://www.genome.jp/kegg/
path:map04664,KEGG,695,Fc epsilon RI signaling pathway,BTK,https://www.genome.jp/kegg/
path:map04664,KEGG,3845,Fc epsilon RI signaling pathway,KRAS,https://www.genome.jp/kegg/
path:map04664,KEGG,2885,Fc epsilon RI signaling pathway,GRB2,https://www.genome.jp/kegg/
path:map04664,KEGG,5293,Fc epsilon RI signaling pathway,PIK3CD,https://www.genome.jp/kegg/
path:map04664,KEGG,3635,Fc epsilon RI signaling pathway,INPP5D,https://www.genome.jp/kegg/
path:map04664,KEGG,5601,Fc epsilon RI signaling pathway,MAPK9,https://www.genome.jp/kegg/
path:map04664,KEGG,5599,Fc epsilon RI signaling pathway,MAPK8,https://www.genome.jp/kegg/
path:map04664,KEGG,5595,Fc epsilon RI signaling pathway,MAPK3,https://www.genome.jp/kegg/
path:map04664,KEGG,5881,Fc epsilon RI signaling pathway,RAC3,https://www.genome.jp/kegg/
path:map04664,KEGG,5335,Fc epsilon RI signaling pathway,PLCG1,https://www.genome.jp/kegg/
path:map04664,KEGG,5879,Fc epsilon RI signaling pathway,RAC1,https://www.genome.jp/kegg/
path:map04664,KEGG,5594,Fc epsilon RI signaling pathway,MAPK1,https://www.genome.jp/kegg/
path:map04664,KEGG,3265,Fc epsilon RI signaling pathway,HRAS,https://www.genome.jp/kegg/
path:map04664,KEGG,5880,Fc epsilon RI signaling pathway,RAC2,https://www.genome.jp/kegg/
path:map04664,KEGG,5336,Fc epsilon RI signaling pathway,PLCG2,https://www.genome.jp/kegg/
path:map04664,KEGG,2534,Fc epsilon RI signaling pathway,FYN,https://www.genome.jp/kegg/
path:map04664,KEGG,5608,Fc epsilon RI signaling pathway,MAP2K6,https://www.genome.jp/kegg/
path:map04664,KEGG,5609,Fc epsilon RI signaling pathway,MAP2K7,https://www.genome.jp/kegg/
path:map04666,KEGG,2934,Fc gamma R-mediated phagocytosis,GSN,https://www.genome.jp/kegg/
path:map04666,KEGG,3492,Fc gamma R-mediated phagocytosis,IGH,https://www.genome.jp/kegg/
path:map04666,KEGG,4082,Fc gamma R-mediated phagocytosis,MARCKS,https://www.genome.jp/kegg/
path:map04666,KEGG,653361,Fc gamma R-mediated phagocytosis,NCF1,https://www.genome.jp/kegg/
path:map04666,KEGG,5894,Fc gamma R-mediated phagocytosis,RAF1,https://www.genome.jp/kegg/
path:map04666,KEGG,81873,Fc gamma R-mediated phagocytosis,ARPC5L,https://www.genome.jp/kegg/
path:map04666,KEGG,8853,Fc gamma R-mediated phagocytosis,ASAP2,https://www.genome.jp/kegg/
path:map04666,KEGG,3636,Fc gamma R-mediated phagocytosis,INPPL1,https://www.genome.jp/kegg/
path:map04666,KEGG,55616,Fc gamma R-mediated phagocytosis,ASAP3,https://www.genome.jp/kegg/
path:map04666,KEGG,1399,Fc gamma R-mediated phagocytosis,CRKL,https://www.genome.jp/kegg/
path:map04666,KEGG,5058,Fc gamma R-mediated phagocytosis,PAK1,https://www.genome.jp/kegg/
path:map04666,KEGG,50807,Fc gamma R-mediated phagocytosis,ASAP1,https://www.genome.jp/kegg/
path:map04666,KEGG,10000,Fc gamma R-mediated phagocytosis,AKT3,https://www.genome.jp/kegg/
path:map04666,KEGG,1073,Fc gamma R-mediated phagocytosis,CFL2,https://www.genome.jp/kegg/
path:map04666,KEGG,207,Fc gamma R-mediated phagocytosis,AKT1,https://www.genome.jp/kegg/
path:map04666,KEGG,1072,Fc gamma R-mediated phagocytosis,CFL1,https://www.genome.jp/kegg/
path:map04666,KEGG,208,Fc gamma R-mediated phagocytosis,AKT2,https://www.genome.jp/kegg/
path:map04666,KEGG,5582,Fc gamma R-mediated phagocytosis,PRKCG,https://www.genome.jp/kegg/
path:map04666,KEGG,5580,Fc gamma R-mediated phagocytosis,PRKCD,https://www.genome.jp/kegg/
path:map04666,KEGG,123745,Fc gamma R-mediated phagocytosis,PLA2G4E,https://www.genome.jp/kegg/
path:map04666,KEGG,255189,Fc gamma R-mediated phagocytosis,PLA2G4F,https://www.genome.jp/kegg/
path:map04666,KEGG,5604,Fc gamma R-mediated phagocytosis,MAP2K1,https://www.genome.jp/kegg/
path:map04666,KEGG,8605,Fc gamma R-mediated phagocytosis,PLA2G4C,https://www.genome.jp/kegg/
path:map04666,KEGG,283748,Fc gamma R-mediated phagocytosis,PLA2G4D,https://www.genome.jp/kegg/
path:map04666,KEGG,5581,Fc gamma R-mediated phagocytosis,PRKCE,https://www.genome.jp/kegg/
path:map04666,KEGG,5321,Fc gamma R-mediated phagocytosis,PLA2G4A,https://www.genome.jp/kegg/
path:map04666,KEGG,100137049,Fc gamma R-mediated phagocytosis,PLA2G4B,https://www.genome.jp/kegg/
path:map04666,KEGG,5579,Fc gamma R-mediated phagocytosis,PRKCB,https://www.genome.jp/kegg/
path:map04666,KEGG,10092,Fc gamma R-mediated phagocytosis,ARPC5,https://www.genome.jp/kegg/
path:map04666,KEGG,5578,Fc gamma R-mediated phagocytosis,PRKCA,https://www.genome.jp/kegg/
path:map04666,KEGG,7408,Fc gamma R-mediated phagocytosis,VASP,https://www.genome.jp/kegg/
path:map04666,KEGG,10094,Fc gamma R-mediated phagocytosis,ARPC3,https://www.genome.jp/kegg/
path:map04666,KEGG,5295,Fc gamma R-mediated phagocytosis,PIK3R1,https://www.genome.jp/kegg/
path:map04666,KEGG,10093,Fc gamma R-mediated phagocytosis,ARPC4,https://www.genome.jp/kegg/
path:map04666,KEGG,274,Fc gamma R-mediated phagocytosis,BIN1,https://www.genome.jp/kegg/
path:map04666,KEGG,10109,Fc gamma R-mediated phagocytosis,ARPC2,https://www.genome.jp/kegg/
path:map04666,KEGG,273,Fc gamma R-mediated phagocytosis,AMPH,https://www.genome.jp/kegg/
path:map04666,KEGG,8613,Fc gamma R-mediated phagocytosis,PLPP3,https://www.genome.jp/kegg/
path:map04666,KEGG,8612,Fc gamma R-mediated phagocytosis,PLPP2,https://www.genome.jp/kegg/
path:map04666,KEGG,8611,Fc gamma R-mediated phagocytosis,PLPP1,https://www.genome.jp/kegg/
path:map04666,KEGG,8398,Fc gamma R-mediated phagocytosis,PLA2G6,https://www.genome.jp/kegg/
path:map04666,KEGG,57180,Fc gamma R-mediated phagocytosis,ACTR3B,https://www.genome.jp/kegg/
path:map04666,KEGG,653857,Fc gamma R-mediated phagocytosis,ACTR3C,https://www.genome.jp/kegg/
path:map04666,KEGG,3635,Fc gamma R-mediated phagocytosis,INPP5D,https://www.genome.jp/kegg/
path:map04666,KEGG,8394,Fc gamma R-mediated phagocytosis,PIP5K1A,https://www.genome.jp/kegg/
path:map04666,KEGG,8395,Fc gamma R-mediated phagocytosis,PIP5K1B,https://www.genome.jp/kegg/
path:map04666,KEGG,5335,Fc gamma R-mediated phagocytosis,PLCG1,https://www.genome.jp/kegg/
path:map04666,KEGG,23396,Fc gamma R-mediated phagocytosis,PIP5K1C,https://www.genome.jp/kegg/
path:map04666,KEGG,5336,Fc gamma R-mediated phagocytosis,PLCG2,https://www.genome.jp/kegg/
path:map04666,KEGG,10096,Fc gamma R-mediated phagocytosis,ACTR3,https://www.genome.jp/kegg/
path:map04666,KEGG,4067,Fc gamma R-mediated phagocytosis,LYN,https://www.genome.jp/kegg/
path:map04666,KEGG,10097,Fc gamma R-mediated phagocytosis,ACTR2,https://www.genome.jp/kegg/
path:map04666,KEGG,3984,Fc gamma R-mediated phagocytosis,LIMK1,https://www.genome.jp/kegg/
path:map04666,KEGG,56848,Fc gamma R-mediated phagocytosis,SPHK2,https://www.genome.jp/kegg/
path:map04666,KEGG,3985,Fc gamma R-mediated phagocytosis,LIMK2,https://www.genome.jp/kegg/
path:map04666,KEGG,8877,Fc gamma R-mediated phagocytosis,SPHK1,https://www.genome.jp/kegg/
path:map04666,KEGG,9846,Fc gamma R-mediated phagocytosis,GAB2,https://www.genome.jp/kegg/
path:map04666,KEGG,7409,Fc gamma R-mediated phagocytosis,VAV1,https://www.genome.jp/kegg/
path:map04666,KEGG,7410,Fc gamma R-mediated phagocytosis,VAV2,https://www.genome.jp/kegg/
path:map04666,KEGG,1785,Fc gamma R-mediated phagocytosis,DNM2,https://www.genome.jp/kegg/
path:map04666,KEGG,10451,Fc gamma R-mediated phagocytosis,VAV3,https://www.genome.jp/kegg/
path:map04666,KEGG,5788,Fc gamma R-mediated phagocytosis,PTPRC,https://www.genome.jp/kegg/
path:map04666,KEGG,2212,Fc gamma R-mediated phagocytosis,FCGR2A,https://www.genome.jp/kegg/
path:map04666,KEGG,2213,Fc gamma R-mediated phagocytosis,FCGR2B,https://www.genome.jp/kegg/
path:map04666,KEGG,5291,Fc gamma R-mediated phagocytosis,PIK3CB,https://www.genome.jp/kegg/
path:map04666,KEGG,5290,Fc gamma R-mediated phagocytosis,PIK3CA,https://www.genome.jp/kegg/
path:map04666,KEGG,1793,Fc gamma R-mediated phagocytosis,DOCK1,https://www.genome.jp/kegg/
path:map04666,KEGG,27040,Fc gamma R-mediated phagocytosis,LAT,https://www.genome.jp/kegg/
path:map04666,KEGG,10552,Fc gamma R-mediated phagocytosis,ARPC1A,https://www.genome.jp/kegg/
path:map04666,KEGG,10095,Fc gamma R-mediated phagocytosis,ARPC1B,https://www.genome.jp/kegg/
path:map04666,KEGG,8503,Fc gamma R-mediated phagocytosis,PIK3R3,https://www.genome.jp/kegg/
path:map04666,KEGG,5296,Fc gamma R-mediated phagocytosis,PIK3R2,https://www.genome.jp/kegg/
path:map04666,KEGG,5338,Fc gamma R-mediated phagocytosis,PLD2,https://www.genome.jp/kegg/
path:map04666,KEGG,5337,Fc gamma R-mediated phagocytosis,PLD1,https://www.genome.jp/kegg/
path:map04666,KEGG,2214,Fc gamma R-mediated phagocytosis,FCGR3A,https://www.genome.jp/kegg/
path:map04666,KEGG,85477,Fc gamma R-mediated phagocytosis,SCIN,https://www.genome.jp/kegg/
path:map04666,KEGG,2215,Fc gamma R-mediated phagocytosis,FCGR3B,https://www.genome.jp/kegg/
path:map04666,KEGG,8936,Fc gamma R-mediated phagocytosis,WASF1,https://www.genome.jp/kegg/
path:map04666,KEGG,10163,Fc gamma R-mediated phagocytosis,WASF2,https://www.genome.jp/kegg/
path:map04666,KEGG,10810,Fc gamma R-mediated phagocytosis,WASF3,https://www.genome.jp/kegg/
path:map04666,KEGG,65108,Fc gamma R-mediated phagocytosis,MARCKSL1,https://www.genome.jp/kegg/
path:map04666,KEGG,6850,Fc gamma R-mediated phagocytosis,SYK,https://www.genome.jp/kegg/
path:map04666,KEGG,4651,Fc gamma R-mediated phagocytosis,MYO10,https://www.genome.jp/kegg/
path:map04666,KEGG,3055,Fc gamma R-mediated phagocytosis,HCK,https://www.genome.jp/kegg/
path:map04666,KEGG,998,Fc gamma R-mediated phagocytosis,CDC42,https://www.genome.jp/kegg/
path:map04666,KEGG,6199,Fc gamma R-mediated phagocytosis,RPS6KB2,https://www.genome.jp/kegg/
path:map04666,KEGG,6198,Fc gamma R-mediated phagocytosis,RPS6KB1,https://www.genome.jp/kegg/
path:map04666,KEGG,8681,Fc gamma R-mediated phagocytosis,JMJD7-PLA2G4B,https://www.genome.jp/kegg/
path:map04666,KEGG,1398,Fc gamma R-mediated phagocytosis,CRK,https://www.genome.jp/kegg/
path:map04666,KEGG,382,Fc gamma R-mediated phagocytosis,ARF6,https://www.genome.jp/kegg/
path:map04666,KEGG,7454,Fc gamma R-mediated phagocytosis,WAS,https://www.genome.jp/kegg/
path:map04666,KEGG,5293,Fc gamma R-mediated phagocytosis,PIK3CD,https://www.genome.jp/kegg/
path:map04666,KEGG,2209,Fc gamma R-mediated phagocytosis,FCGR1A,https://www.genome.jp/kegg/
path:map04666,KEGG,5595,Fc gamma R-mediated phagocytosis,MAPK3,https://www.genome.jp/kegg/
path:map04666,KEGG,5879,Fc gamma R-mediated phagocytosis,RAC1,https://www.genome.jp/kegg/
path:map04666,KEGG,5594,Fc gamma R-mediated phagocytosis,MAPK1,https://www.genome.jp/kegg/
path:map04666,KEGG,5880,Fc gamma R-mediated phagocytosis,RAC2,https://www.genome.jp/kegg/
path:map04216,KEGG,2181,Ferroptosis,ACSL3,https://www.genome.jp/kegg/
path:map04216,KEGG,2879,Ferroptosis,GPX4,https://www.genome.jp/kegg/
path:map04216,KEGG,5621,Ferroptosis,PRNP,https://www.genome.jp/kegg/
path:map04216,KEGG,2180,Ferroptosis,ACSL1,https://www.genome.jp/kegg/
path:map04216,KEGG,8031,Ferroptosis,NCOA4,https://www.genome.jp/kegg/
path:map04216,KEGG,4891,Ferroptosis,SLC11A2,https://www.genome.jp/kegg/
path:map04216,KEGG,2937,Ferroptosis,GSS,https://www.genome.jp/kegg/
path:map04216,KEGG,23305,Ferroptosis,ACSL6,https://www.genome.jp/kegg/
path:map04216,KEGG,643246,Ferroptosis,MAP1LC3B2,https://www.genome.jp/kegg/
path:map04216,KEGG,1536,Ferroptosis,CYBB,https://www.genome.jp/kegg/
path:map04216,KEGG,23516,Ferroptosis,SLC39A14,https://www.genome.jp/kegg/
path:map04216,KEGG,51703,Ferroptosis,ACSL5,https://www.genome.jp/kegg/
path:map04216,KEGG,2182,Ferroptosis,ACSL4,https://www.genome.jp/kegg/
path:map04216,KEGG,1356,Ferroptosis,CP,https://www.genome.jp/kegg/
path:map04216,KEGG,7018,Ferroptosis,TF,https://www.genome.jp/kegg/
path:map04216,KEGG,2729,Ferroptosis,GCLC,https://www.genome.jp/kegg/
path:map04216,KEGG,10162,Ferroptosis,LPCAT3,https://www.genome.jp/kegg/
path:map04216,KEGG,7419,Ferroptosis,VDAC3,https://www.genome.jp/kegg/
path:map04216,KEGG,7417,Ferroptosis,VDAC2,https://www.genome.jp/kegg/
path:map04216,KEGG,2512,Ferroptosis,FTL,https://www.genome.jp/kegg/
path:map04216,KEGG,55240,Ferroptosis,STEAP3,https://www.genome.jp/kegg/
path:map04216,KEGG,2730,Ferroptosis,GCLM,https://www.genome.jp/kegg/
path:map04216,KEGG,7157,Ferroptosis,TP53,https://www.genome.jp/kegg/
path:map04216,KEGG,7037,Ferroptosis,TFRC,https://www.genome.jp/kegg/
path:map04216,KEGG,246,Ferroptosis,ALOX15,https://www.genome.jp/kegg/
path:map04216,KEGG,5093,Ferroptosis,PCBP1,https://www.genome.jp/kegg/
path:map04216,KEGG,6520,Ferroptosis,SLC3A2,https://www.genome.jp/kegg/
path:map04216,KEGG,30061,Ferroptosis,SLC40A1,https://www.genome.jp/kegg/
path:map04216,KEGG,23657,Ferroptosis,SLC7A11,https://www.genome.jp/kegg/
path:map04216,KEGG,6303,Ferroptosis,SAT1,https://www.genome.jp/kegg/
path:map04216,KEGG,112483,Ferroptosis,SAT2,https://www.genome.jp/kegg/
path:map04216,KEGG,84557,Ferroptosis,MAP1LC3A,https://www.genome.jp/kegg/
path:map04216,KEGG,440738,Ferroptosis,MAP1LC3C,https://www.genome.jp/kegg/
path:map04216,KEGG,81631,Ferroptosis,MAP1LC3B,https://www.genome.jp/kegg/
path:map04216,KEGG,94033,Ferroptosis,FTMT,https://www.genome.jp/kegg/
path:map04216,KEGG,5094,Ferroptosis,PCBP2,https://www.genome.jp/kegg/
path:map04216,KEGG,2495,Ferroptosis,FTH1,https://www.genome.jp/kegg/
path:map04216,KEGG,3162,Ferroptosis,HMOX1,https://www.genome.jp/kegg/
path:map04216,KEGG,64116,Ferroptosis,SLC39A8,https://www.genome.jp/kegg/
path:map04216,KEGG,10533,Ferroptosis,ATG7,https://www.genome.jp/kegg/
path:map04216,KEGG,9474,Ferroptosis,ATG5,https://www.genome.jp/kegg/
path:map05418,KEGG,90,Fluid shear stress and atherosclerosis,ACVR1,https://www.genome.jp/kegg/
path:map05418,KEGG,3554,Fluid shear stress and atherosclerosis,IL1R1,https://www.genome.jp/kegg/
path:map05418,KEGG,7850,Fluid shear stress and atherosclerosis,IL1R2,https://www.genome.jp/kegg/
path:map05418,KEGG,59341,Fluid shear stress and atherosclerosis,TRPV4,https://www.genome.jp/kegg/
path:map05418,KEGG,7412,Fluid shear stress and atherosclerosis,VCAM1,https://www.genome.jp/kegg/
path:map05418,KEGG,5603,Fluid shear stress and atherosclerosis,MAPK13,https://www.genome.jp/kegg/
path:map05418,KEGG,1432,Fluid shear stress and atherosclerosis,MAPK14,https://www.genome.jp/kegg/
path:map05418,KEGG,5600,Fluid shear stress and atherosclerosis,MAPK11,https://www.genome.jp/kegg/
path:map05418,KEGG,445,Fluid shear stress and atherosclerosis,ASS1,https://www.genome.jp/kegg/
path:map05418,KEGG,6300,Fluid shear stress and atherosclerosis,MAPK12,https://www.genome.jp/kegg/
path:map05418,KEGG,5602,Fluid shear stress and atherosclerosis,MAPK10,https://www.genome.jp/kegg/
path:map05418,KEGG,221357,Fluid shear stress and atherosclerosis,GSTA5,https://www.genome.jp/kegg/
path:map05418,KEGG,2941,Fluid shear stress and atherosclerosis,GSTA4,https://www.genome.jp/kegg/
path:map05418,KEGG,2940,Fluid shear stress and atherosclerosis,GSTA3,https://www.genome.jp/kegg/
path:map05418,KEGG,2939,Fluid shear stress and atherosclerosis,GSTA2,https://www.genome.jp/kegg/
path:map05418,KEGG,2938,Fluid shear stress and atherosclerosis,GSTA1,https://www.genome.jp/kegg/
path:map05418,KEGG,653361,Fluid shear stress and atherosclerosis,NCF1,https://www.genome.jp/kegg/
path:map05418,KEGG,8878,Fluid shear stress and atherosclerosis,SQSTM1,https://www.genome.jp/kegg/
path:map05418,KEGG,805,Fluid shear stress and atherosclerosis,CALM2,https://www.genome.jp/kegg/
path:map05418,KEGG,808,Fluid shear stress and atherosclerosis,CALM3,https://www.genome.jp/kegg/
path:map05418,KEGG,7157,Fluid shear stress and atherosclerosis,TP53,https://www.genome.jp/kegg/
path:map05418,KEGG,801,Fluid shear stress and atherosclerosis,CALM1,https://www.genome.jp/kegg/
path:map05418,KEGG,5970,Fluid shear stress and atherosclerosis,RELA,https://www.genome.jp/kegg/
path:map05418,KEGG,5563,Fluid shear stress and atherosclerosis,PRKAA2,https://www.genome.jp/kegg/
path:map05418,KEGG,163688,Fluid shear stress and atherosclerosis,CALML6,https://www.genome.jp/kegg/
path:map05418,KEGG,9817,Fluid shear stress and atherosclerosis,KEAP1,https://www.genome.jp/kegg/
path:map05418,KEGG,3674,Fluid shear stress and atherosclerosis,ITGA2B,https://www.genome.jp/kegg/
path:map05418,KEGG,810,Fluid shear stress and atherosclerosis,CALML3,https://www.genome.jp/kegg/
path:map05418,KEGG,91860,Fluid shear stress and atherosclerosis,CALML4,https://www.genome.jp/kegg/
path:map05418,KEGG,7124,Fluid shear stress and atherosclerosis,TNF,https://www.genome.jp/kegg/
path:map05418,KEGG,51806,Fluid shear stress and atherosclerosis,CALML5,https://www.genome.jp/kegg/
path:map05418,KEGG,5562,Fluid shear stress and atherosclerosis,PRKAA1,https://www.genome.jp/kegg/
path:map05418,KEGG,7184,Fluid shear stress and atherosclerosis,HSP90B1,https://www.genome.jp/kegg/
path:map05418,KEGG,60,Fluid shear stress and atherosclerosis,ACTB,https://www.genome.jp/kegg/
path:map05418,KEGG,1003,Fluid shear stress and atherosclerosis,CDH5,https://www.genome.jp/kegg/
path:map05418,KEGG,10000,Fluid shear stress and atherosclerosis,AKT3,https://www.genome.jp/kegg/
path:map05418,KEGG,2817,Fluid shear stress and atherosclerosis,GPC1,https://www.genome.jp/kegg/
path:map05418,KEGG,207,Fluid shear stress and atherosclerosis,AKT1,https://www.genome.jp/kegg/
path:map05418,KEGG,3791,Fluid shear stress and atherosclerosis,KDR,https://www.genome.jp/kegg/
path:map05418,KEGG,208,Fluid shear stress and atherosclerosis,AKT2,https://www.genome.jp/kegg/
path:map05418,KEGG,653689,Fluid shear stress and atherosclerosis,GSTT2B,https://www.genome.jp/kegg/
path:map05418,KEGG,6885,Fluid shear stress and atherosclerosis,MAP3K7,https://www.genome.jp/kegg/
path:map05418,KEGG,4217,Fluid shear stress and atherosclerosis,MAP3K5,https://www.genome.jp/kegg/
path:map05418,KEGG,6416,Fluid shear stress and atherosclerosis,MAP2K4,https://www.genome.jp/kegg/
path:map05418,KEGG,5607,Fluid shear stress and atherosclerosis,MAP2K5,https://www.genome.jp/kegg/
path:map05418,KEGG,51588,Fluid shear stress and atherosclerosis,PIAS4,https://www.genome.jp/kegg/
path:map05418,KEGG,1535,Fluid shear stress and atherosclerosis,CYBA,https://www.genome.jp/kegg/
path:map05418,KEGG,6401,Fluid shear stress and atherosclerosis,SELE,https://www.genome.jp/kegg/
path:map05418,KEGG,4790,Fluid shear stress and atherosclerosis,NFKB1,https://www.genome.jp/kegg/
path:map05418,KEGG,5747,Fluid shear stress and atherosclerosis,PTK2,https://www.genome.jp/kegg/
path:map05418,KEGG,5590,Fluid shear stress and atherosclerosis,PRKCZ,https://www.genome.jp/kegg/
path:map05418,KEGG,5295,Fluid shear stress and atherosclerosis,PIK3R1,https://www.genome.jp/kegg/
path:map05418,KEGG,6382,Fluid shear stress and atherosclerosis,SDC1,https://www.genome.jp/kegg/
path:map05418,KEGG,6383,Fluid shear stress and atherosclerosis,SDC2,https://www.genome.jp/kegg/
path:map05418,KEGG,27035,Fluid shear stress and atherosclerosis,NOX1,https://www.genome.jp/kegg/
path:map05418,KEGG,25828,Fluid shear stress and atherosclerosis,TXN2,https://www.genome.jp/kegg/
path:map05418,KEGG,4688,Fluid shear stress and atherosclerosis,NCF2,https://www.genome.jp/kegg/
path:map05418,KEGG,4258,Fluid shear stress and atherosclerosis,MGST2,https://www.genome.jp/kegg/
path:map05418,KEGG,71,Fluid shear stress and atherosclerosis,ACTG1,https://www.genome.jp/kegg/
path:map05418,KEGG,7295,Fluid shear stress and atherosclerosis,TXN,https://www.genome.jp/kegg/
path:map05418,KEGG,4259,Fluid shear stress and atherosclerosis,MGST3,https://www.genome.jp/kegg/
path:map05418,KEGG,5155,Fluid shear stress and atherosclerosis,PDGFB,https://www.genome.jp/kegg/
path:map05418,KEGG,5154,Fluid shear stress and atherosclerosis,PDGFA,https://www.genome.jp/kegg/
path:map05418,KEGG,2953,Fluid shear stress and atherosclerosis,GSTT2,https://www.genome.jp/kegg/
path:map05418,KEGG,4257,Fluid shear stress and atherosclerosis,MGST1,https://www.genome.jp/kegg/
path:map05418,KEGG,5327,Fluid shear stress and atherosclerosis,PLAT,https://www.genome.jp/kegg/
path:map05418,KEGG,2952,Fluid shear stress and atherosclerosis,GSTT1,https://www.genome.jp/kegg/
path:map05418,KEGG,3383,Fluid shear stress and atherosclerosis,ICAM1,https://www.genome.jp/kegg/
path:map05418,KEGG,4880,Fluid shear stress and atherosclerosis,NPPC,https://www.genome.jp/kegg/
path:map05418,KEGG,3162,Fluid shear stress and atherosclerosis,HMOX1,https://www.genome.jp/kegg/
path:map05418,KEGG,5608,Fluid shear stress and atherosclerosis,MAP2K6,https://www.genome.jp/kegg/
path:map05418,KEGG,5609,Fluid shear stress and atherosclerosis,MAP2K7,https://www.genome.jp/kegg/
path:map05418,KEGG,2949,Fluid shear stress and atherosclerosis,GSTM5,https://www.genome.jp/kegg/
path:map05418,KEGG,2948,Fluid shear stress and atherosclerosis,GSTM4,https://www.genome.jp/kegg/
path:map05418,KEGG,387,Fluid shear stress and atherosclerosis,RHOA,https://www.genome.jp/kegg/
path:map05418,KEGG,1906,Fluid shear stress and atherosclerosis,EDN1,https://www.genome.jp/kegg/
path:map05418,KEGG,2947,Fluid shear stress and atherosclerosis,GSTM3,https://www.genome.jp/kegg/
path:map05418,KEGG,2946,Fluid shear stress and atherosclerosis,GSTM2,https://www.genome.jp/kegg/
path:map05418,KEGG,3725,Fluid shear stress and atherosclerosis,JUN,https://www.genome.jp/kegg/
path:map05418,KEGG,3320,Fluid shear stress and atherosclerosis,HSP90AA1,https://www.genome.jp/kegg/
path:map05418,KEGG,2944,Fluid shear stress and atherosclerosis,GSTM1,https://www.genome.jp/kegg/
path:map05418,KEGG,1843,Fluid shear stress and atherosclerosis,DUSP1,https://www.genome.jp/kegg/
path:map05418,KEGG,859,Fluid shear stress and atherosclerosis,CAV3,https://www.genome.jp/kegg/
path:map05418,KEGG,4313,Fluid shear stress and atherosclerosis,MMP2,https://www.genome.jp/kegg/
path:map05418,KEGG,858,Fluid shear stress and atherosclerosis,CAV2,https://www.genome.jp/kegg/
path:map05418,KEGG,857,Fluid shear stress and atherosclerosis,CAV1,https://www.genome.jp/kegg/
